comment,hospital,star,rating,sentiment,cleaned_comment
"Bệnh viện này sinh ra để bào tiền bệnh nhân và không dành cho người nghèo thì đúng hơn, chi phí có bảo hiểm cũng đã cao, nếu không có bảo hiểm thì đừng mong theo lâu dài. Khám đông y thì phải theo lâu dài mà tỉ lệ khỏi bệnh thì cũng hên xui.",Bệnh viện Y Học Cổ Truyền TP.HCM,1 sao,"4,2",Tệ,"bệnh viện này sinh ra để bào tiền bệnh nhân và không dành cho người nghèo thì đúng hơn, chi phí có bảo hiểm cũng đã cao huyết áp, nếu không có bảo hiểm thì đừng mong theo dõi lâu dài. khám đông y thì phải theo dõi lâu dài mà tỉ lệ khỏi bệnh thì cũng máy mắn xui."
"Thời gian chờ quá lâu. Mất 25' từ lúc lấy số đến lúc ra phiếu khám, chờ thêm 20' tại khoa khám, và tiếp tục chờ hơn 1h từ 8h17 đến 9h20 tại khoa siêu âm mà vẫn chưa tới lượt. Bv có đợt khám sức khỏe cho 1 cty nào đó, nhưng dường như việc …",Bệnh viện Đa khoa Vĩnh Đức,1 sao,"4,3",Tệ,"thời gian chờ quá lâu. mất 25' từ lúc lấy số đến lúc ra phiếu khám, chờ thêm 20' tại khoa khám, và tiếp tục chờ hơn 1h từ 8h17 đến 9h20 tại khoa siêu âm mà vẫn chưa tới lượt. bệnh viện có đợt khám sức khỏe cho 1 công ty nào đó, nhưng dường như vậyiệc …"
Bắt xếp hàng nhưng trong phòng toàn đối tượng ưu tiên... 🤣🤣🤣 …,Bệnh Viện Mắt Thanh Hóa,1 sao,"3,1",Tệ,bắt xếp hàng nhưng truyền phòng toàn đối tượng ưu tiên... 🤣🤣🤣 …
"Bác sĩ khám bệnh tận tâm, nhân viên hướng dẫn nhiệt tình và luôn quan tâm bệnh nhân. Tôi thường dẫn người nhà ra ĐN khám bệnh vì không an tâm về y tế qn. Và từ khi bt đến Việt Mỹ tôi thấy trang thiết bị vật tư y tế, thuốc… đạt chuẩn quốc tế …",Phòng khám Đa khoa Quốc tế Việt Mỹ,5 sao,"4,7",Tốt,"bác sĩ khám bệnh tận tâm, nhân viên hướng dẫn nhiệt tình và luôn quan tâm bệnh nhân. tôi thường dẫn người nhà ra đn khám bệnh vì không an tâm về y tế qn. và từ khi biết đến việt mỹ tôi thấy trang thiết bị vật tư y tế, thuốc… đạt chuẩn quốc tế …"
Hệ thống . Phương thức test covid của bệnh viện quá chán . Không có 1 tý chuyên nghiệp nào cả.,Bệnh viện Đa khoa Nam Đàn,1 sao,"3,0",Tệ,hệ thống . phương thức kiểm tra covid-19 của bệnh viện quá chán . không có 1 tý chuyên nghiệp nào cả.
"mình lớn rồi mới nghe được bà mình kể nên giờ mình sẽ đánh giá. thật sự mấy ngừoi y tá rất thất đức rất tệ họ ghét nhầm nhà mình vì tưởng nhà mình quen biết nhờ bác sĩ này bác sĩ nọ, họ cắm kim truyền nước mà ko cho nước chạy? xong còn chửi …",Bệnh viện Đa khoa Thành Phố Quy Nhơn,1 sao,"2,8",Tệ,"mình lớn rồi mới nghe được bà mình kể nên giờ mình sẽ đánh giá. thật sự mấy ngừoi y tá rất thất đức rất tệ họ ghét nhầm nhà mình vì tưởng nhà mình quen biết nhờ bác sĩ này bác sĩ nọ, họ cắm kim truyền nước mà không cho nước chạy? xong còn chửi …"
Ngoại cảnh bừa bộn,Trung tâm Y tế thành phố Thanh Hóa,3 sao,"3,3",Trung tính,ngoại cảnh bừa bộn
phục vụ tận tâm,Bệnh viện Đa Khoa Việt Bắc I,5 sao,"2,7",Tốt,phục vụ tận tâm
"K quan tâm đến tính mạng con người. Ai nghi ngờ bị tai biến thì hãy xuống bệnh viện Vinh hoặc ra Hà Nội. Bố mình bị bệnh viện câu giờ qua mất 6 giờ vàng nên bị liệt nửa người bây giờ đang hồi phục ở bệnh viện Ba Lan. Chuẩn đoán bệnh nhân bị tai biến nhẹ mà không cấp cứu, tôi đến chịu với các ông luôn đấy ạ",Bệnh viện Đa khoa Khu vực Tây Bắc GENERAL HOSPITAL,1 sao,"3,2",Tệ,"không quan tâm đến tính mạng con người. ai nghi ngờ bị tai biến thì hãy xuống bệnh viện vinh hoặc ra hà nội. bố mình bị bệnh viện câu giờ qua mất 6 giờ vàng nên bị liệt nửa người bây giờ đang hồi phục ở bệnh viện báo cáo lần. chuẩn đoán bệnh nhân bị tai biến nhẹ mà không cấp cứu, tôi đến chịu với các ông luôn đấy ạ"
"Chân thành cảm ơn đội ngũ bác sĩ và điều dưỡng đã tận tình điều trị cho chồng tôi. Đặc biệt cảm ơn bác sĩ Hùng trưởng khoa ngoại, bác rất tận tâm, giỏi, phẫu thuật và lên phác đồ rất hay trong quá trình điều trị cho chồng tôi. Cảm ơn các bạn điều dưỡng khoa ngoại Hà, Nhung,Sương,Thanh. Bệnh viện tốt dịch vụ ok lắm nhé mọi người",Bệnh viện đa khoa Sài Gòn Nha Trang,5 sao,"4,0",Tốt,"chân thành cảm ơn đội ngũ bác sĩ và điều dưỡng đã tận tình điều trị cho chồng tôi. đặc biệt cảm ơn bác sĩ hùng trưởng khoa ngoại, bác rất tận tâm, giỏi, phẫu thuật và lên phác đồ rất hay truyền quá trình điều trị cho chồng tôi. cảm ơn các bạn điều dưỡng khoa ngoại hà, nhưng,sương,thanh. bệnh viện tốt dịch vụ được lắm nhé mọi người"
"Bệnh viện sạch sẽ, nhân viên nhiệt tình vui vẻ, nhưng dù đặt lịch hẹn thì vẫn phải chờ. Mình đặt hẹn 14h, mình đến mở hồ sơ và cân đo xong từ 13h40 nhưng đến 14h30 vẫn còn chờ.",Bệnh viện Đa khoa Quốc tế Vinmec Central Park,4 sao,"3,9",Tốt,"bệnh viện sạch sẽ, nhân viên nhiệt tình vui vẻ, nhưng dù đặt lịch hẹn thì vẫn phải chờ. mình đặt hẹn 14h, mình đến mở hồ sơ và cân đo xong từ 13h40 nhưng đến 14h30 vẫn còn chờ."
Bệnh viện công. Chất lượng hơi tệ,Bệnh viện Đa khoa Lê Chân,4 sao,"3,4",Tốt,bệnh viện công. chất lượng hơi tệ
"Mình vừa nhổ răng khôn hàm dưới và răng nhai nhiễm trùng tuỷ, mình rất hài lòng với việc tư vấn, chăm sóc của nhân viên ở đây, ĐDVThắm & bác sĩ Tâm rất tận tâm ,cố gắng nhẹ nhàng và động viên mình trong khi qtrình nhổ. Bệnh viện sạch sẽ , …",Bệnh viện Răng hàm mặt – Phẫu thuật thẩm mỹ Worldwide,5 sao,"5,0",Tốt,"mình vừa nhổ răng khôn hàm dưới và răng nhai nhiễm trùng trùng tuỷ, mình rất hài lòng với việc tư vấn, chăm sóc của nhân viên ở đây, đdvthắm & bác sĩ tâm rất tận tâm ,cố gắng nhẹ nhàng và động viên mình truyền khi qtrình nhổ. bệnh viện sạch sẽ , …"
"Thời gian chờ quá lâu. Mất 25' từ lúc lấy số đến lúc ra phiếu khám, chờ thêm 20' tại khoa khám, và tiếp tục chờ hơn 1h từ 8h17 đến 9h20 tại khoa siêu âm mà vẫn chưa tới lượt. Bv có đợt khám sức khỏe cho 1 cty nào đó, nhưng dường như việc …",Bệnh viện Đa khoa Vĩnh Đức,1 sao,"4,3",Tệ,"thời gian chờ quá lâu. mất 25' từ lúc lấy số đến lúc ra phiếu khám, chờ thêm 20' tại khoa khám, và tiếp tục chờ hơn 1h từ 8h17 đến 9h20 tại khoa siêu âm mà vẫn chưa tới lượt. bệnh viện có đợt khám sức khỏe cho 1 công ty nào đó, nhưng dường như vậyiệc …"
"Bệnh viện hiện đại sạch sẽ, trang thiết bị tân tiến. Các y, bác sĩ nhiệt tình. Làm việc nhanh gọn lẹ. Ưng ý về dịch vụ tại bệnh viện",Bệnh viện Mắt Quốc Tế DND,5 sao,"4,9",Tốt,"bệnh viện hiện đại sạch sẽ, trang thiết bị tân tiến. các y, bác sĩ nhiệt tình. làm việc nhanh gọn lẹ. ưng ý về dịch vụ tại bệnh viện"
Dịch vụ tốt các bác sĩ tận tình chu đao,Bệnh Viện Y Học Cổ Truyền,5 sao,"4,5",Tốt,dịch vụ tốt các bác sĩ tận tình chu đao
"Đánh giá thì đánh giá, viết bài đăng thì viết chứ không biết NV có đọc được không. Bv sắm điện thoại ra mà gác máy thì đố ai mà liên hệ được. Không thể phát triển nổi.",Bệnh viện Đa khoa huyện Sơn Tịnh,1 sao,"2,9",Tệ,"đánh giá thì đánh giá, viết bài đăng thì viết chứ không biết nhân viên có đọc được không. bệnh viện sắm điện thoại ra mà gác máy thì đố ai mà liên hệ được. không thể phát triển nổi."
"Bệnh viện khang trang sạch sẽ, tôi đã đi khám chuyên khoa Tai Mũi Họng tại đây và rất hài lòng. Bs giỏi đẹp trai, Đ D xinh đẹp, nhiệt tình, thân thiện. Đánh giá 5 sao.",Bệnh Viện Đa Khoa Thành Phố Vinh,5 sao,"4,0",Tốt,"bệnh viện khang trang sạch sẽ, tôi đã đi khám chuyên khoa tai mũi họng tại đây và rất hài lòng. bác sĩ giỏi đẹp trai,  đồng d xinh đẹp, nhiệt tình, thân thiện. đánh giá 5 sao."
Bác sĩ và y tá nhiệt tình nhưng chi phí khám bệnh không rõ ràng,PHÒNG KHÁM ĐA KHOA TÂM AN SÀI GÒN,1 sao,"3,4",Tệ,bác sĩ và y tá nhiệt tình nhưng chi phí khám bệnh không rõ ràng
"Bệnh viện sạch sẽ, khang trang, bác sĩ tư vấn kỹ, nhân viên hướng  dẫn tận tình, chu đáo, không có gì để chê",Bệnh viện Mắt Sài Gòn Đà Lạt,5 sao,"4,6",Tốt,"bệnh viện sạch sẽ, khang trang, bác sĩ tư vấn kỹ, nhân viên hướng  dẫn tận tình, chu đáo, không có gì để chê"
"Cứ tưởng đến bệnh viện này thì sẽ có được cảm giác ấm áp và chia sẻ, nhưng không phải vậy, thái độ và cách khám bệnh từ nhân viên đến bác sĩ cũng như bao bệnh viện công khác.",Bệnh Viện Tâm Thần,1 sao,"3,7",Tệ,"cứ tưởng đến bệnh viện này thì sẽ có được cảm giác ấm áp và chia sẻ, nhưng không phải vậy, thái độ và cách khám bệnh từ nhân viên đến bác sĩ cũng như bao bệnh viện công khác."
"Mèo của người ta mới 6 tuổi bảo già yếu bệnh nên chết. Làm chết mèo của người khác ngay trên bàn mổ trong lúc vừa rạch phẫu thuật, là thật sự có kinh nghiệm để làm nghề này chưa. …",Thú y Blue Pet care - Phòng khám thú cưng Buôn Ma Thuột,1 sao,"4,4",Tệ,"mèo của người ta mới 6 tuổi bảo già yếu bệnh nên chết. làm chết mèo của người khác ngay trên bàn phẫu thuật truyền lúc vừa rạch phẫu thuật, là thật sự có kinh nghiệm để làm nghề này chưa. …"
"Đọc review ở đây thì 1 là 1 sao 2 là 5 sao ko biết có thật hay seeding nhưng nay lần đầu cho người nhà vào viện cấp cứu (mức trung bình ko nguy hiểm tính mạng), 100% dịch vụ ko bảo hiểm y tế thấy cơ sở vật chất khá tệ (rác, bẩn, ko đc hiện …",Bệnh viện E,2 sao,"2,8",Tệ,"đọc đánh giá ở đây thì 1 là 1 sao 2 là 5 sao không biết có thật hay seeding nhưng nay lần đầu cho người nhà vào viện cấp cứu (mức trung bình không nguy hiểm tính mạng), 100% dịch vụ không bảo hiểm y tế thấy cơ sở vật chất khá tệ (rác, bẩn, không được hiện …"
"DV quá tệ, 3 năm trước từng tới trải nghiệm 1 lần đã không thể chấp nhận được rồi. Vấn đề vệ sinh bẩn, nhân viên thái độ, khám hời hợt, thiếu chuyên nghiệp. Mình complaint được BV tặng gói khám 500k nhưng vẫn ko thể bỏ qua để nghĩ tới việc …",Bệnh viện Đa khoa Hà Thành,1 sao,"2,8",Tệ,"dịch vụ quá tệ, 3 năm trước từng tới trải nghiệm 1 lần đã không thể chấp nhận được rồi. vấn đề vệ sinh bẩn, nhân viên thái độ, khám tốt hợt, thiếu chuyên nghiệp. mình complaint được bệnh viện tặng gói khám 500k nhưng vẫn không thể bỏ qua để nghĩ tới việc …"
Bác sĩ vô trách nhiệm. Bệnh nhân ung thư giai đoạn cuối cần chữa trị kịp thời mà vào bác sĩ không có mặt ở bệnh viện. Trưởng khoa thì đi TP HCM. K ai ký giấy để bệnh nhân nhận thuốc đặc trị để ngăn ngừa di căn ung thư. Trong khi thuốc đặc trị phải uống đúng giờ và liên tục.,Bệnh viện Ung bướu tỉnh Khánh Hòa,1 sao,"3,0",Tệ,bác sĩ vô trách nhiệm. bệnh nhân ung thư giai đoạn cuối cần chữa trị kịp thời mà vào bác sĩ không có mặt ở bệnh viện. trưởng khoa thì đi tp hồ chí minh. không ai ký giấy để bệnh nhân nhận thuốc đặc trị để ngăn ngừa di căn ung thư. truyền khi thuốc đặc trị phải uống đúng giờ và liên tục.
"Cơ sở vật chất hiện đại. Đội ngũ cán bộ công nhân viên nhiệt tình, hoà đồng, thiện cảm",Bệnh viện Đa khoa Yersin Nha Trang,5 sao,"4,3",Tốt,"cơ sở vật chất hiện đại. đội ngũ cán bộ công nhân viên nhiệt tình, hoà đồng, thiện cảm"
Khá,Bệnh viện đa khoa Thanh Chương,3 sao,"3,0",Trung tính,khá
"Nâng mũi lần 1 tại đây lệch sống mũi ko dính vào mũi, sửa lần 2 vẫn lệch sống mũi thì lung lay nhưng bác sĩ Phạm Thi Việt Dung đợt ấy đổ tại mũi mình lệch sẵn nên không ăn sống ? Giờ 3 năm rồi vẫn lệch hỏi nhiều nơi thì mới biết đặt sai …",Bệnh Viện Đa Khoa Hòe Nhai,1 sao,"3,5",Tệ,"nâng mũi lần 1 tại đây lệch sống mũi không dính vào mũi, sửa lần 2 vẫn lệch sống mũi thì lung này nhưng bác sĩ phạm thi việt dùng đợt ấy đổ tại mũi mình lệch sẵn nên không ăn sống ? giờ 3 năm rồi vẫn lệch hỏi nhiều nơi thì mới biết đặt sai …"
"Hành lang,phòng bệnh và khuân viên bệnh viện rất sạch sẽ.
Nhân viên y tế vui vẻ nhã nhặn chu đáo nhiệt tình.
Nếu xét đến các tiêu chí như;thái độ làm việc của nhân viên y tế;tình trạng tiêu cực và môi trường bệnh viện thì mình thấy đây là bệnh viện tốt nhất thái nguyên.",Bệnh viện phổi Thái Nguyên,5 sao,"3,9",Tốt,"hành lang,phòng bệnh và khuôn viên bệnh viện rất sạch sẽ.
nhân viên y tế vui vẻ nhã nhặn chu đáo nhiệt tình.
nếu xét đến các tiêu chí như;thái độ làm việc của nhân viên y tế;tình trạng tiêu cực và môi trường bệnh viện thì mình thấy đây là bệnh viện tốt nhất thái nguyên."
"Hôm nay mình có nhổ 2 răng khôn mọc ngầm tại BV RHM TW, tổng chi phí hết 6M (do răng mọc ngầm, nằm ngang và tương đối khó) + tiền xét nghiệm 370k. …",Bệnh viện Răng Hàm Mặt Trung ương Thành phố Hồ Chí Minh,5 sao,"4,2",Tốt,"hôm nay mình có nhổ 2 răng khôn mọc ngầm tại bệnh viện rhm trung ương, tổng chi phí hết 6m (đo răng mọc ngầm, nằm ngang và tương đối khó) + tiền xét nghiệm 370k. …"
"Tầng hai sạch sẽ, nhân viên chăm sóc khách hàng hướng dẫn chu đáo, rõ ràng, vui vẻ. Bv thoáng mát, sạch sẽ. Bs khám kỹ, có tâm.
Tôi rất hài lòng khi khám bệnh ở đây.",Bệnh Viện Đa Khoa Sài Gòn Tam Kỳ,5 sao,"4,3",Tốt,"tầng hai sạch sẽ, nhân viên chăm sóc khách hàng hướng dẫn chu đáo, rõ ràng, vui vẻ. bệnh viện thoáng mát, sạch sẽ. bác sĩ khám kỹ, có tâm.
tôi rất hài lòng khi khám bệnh ở đây."
"Khoa Niệu A lầu 1 y tá,điều dưỡng rất hãm (Bác sĩ thì very good) , nói thật chứ tại người nhà đang bệnh không t đấm cho vỡ mồm. Bọn họ biết vậy nên rất láo. Cái này là 8/10 bệnh nhân cũng ghét bọn họ giống mình. Ai gặp r cho t 1 like. …",Bệnh viện Bình Dân,4 sao,"3,9",Tốt,"khoa niệu anh lầu 1 y tá,điều dưỡng rất hãm (bác sĩ thì very tốt) , nói thật chứ tại người nhà đang bệnh không tôi đấm cho vỡ mồm. bọn họ biết vậy nên rất láo. cái này là 8/10 bệnh nhân cũng ghét bọn họ giống mình. ai gặp rồicho tôi 1 thích. …"
"Tệ thật, bác sỹ lẫn bệnh nhân lèo tèo vài người. Thái độ phục vụ kém",Bệnh Viện Đa Khoa Hòe Nhai,1 sao,"3,5",Tệ,"tệ thật, bác sỹ lẫn bệnh nhân lèo tèo vài người. thái độ phục vụ kém"
"Mới khám sáng nay 27/6 bác sĩ kê đơn thuốc sl 40 xuống quầy lấy thuốc đóng gói SL 30 giờ thiếu thuốc không biết sao, mà thuốc 16k 1 viên nx chứ, kiểm tra thuốc trước khi rời khỏi quầy ôi trời , nhà xa bệnh viện gần 200km nx chứ",Bệnh viện Phong - Da liễu Trung ương Quy Hòa,4 sao,"4,0",Tốt,"mới khám sáng nay 27/6 bác sĩ kê đơn thuốc sl 40 xuống quầy lấy thuốc đóng gói sl 30 giờ thiếu thuốc không biết sao, mà thuốc 16k 1 viên nx chứ, kiểm tra thuốc trước khi rời khỏi quầy ôi trời , nhà xa bệnh viện gần 200km nx chứ"
